test_case,metric_type,best_0,best_1,best_2,best_3,best_4,best_5
70,Avg,-1212966.574097559,-1212966.8933964735,-1212966.8933964735,-1212966.8933964735,-1212966.8933964735,-1212966.8933964735
70,SA,0.64212,0.6421196117645385,0.6421196117645385,0.6421196117645385,0.6421196117645385,0.6421196117645385
71,Avg,4182334.139192551,4182334.209099167,4182334.209099167,4182334.209099167,4182334.209099167,4182334.209099167
71,SA,1.0,1.0,1.0,1.0,1.0,1.0
72,Avg,340580.313673824,340580.29728867,340580.29728867,340580.29728867,340580.29728867,340580.29728867
72,SA,0.645698,0.6456984156468931,0.6456984156468931,0.6456984156468931,0.6456984156468931,0.6456984156468931
73,Avg,-1926605.4151904285,-1926604.9670358512,-1926604.9670358512,-1926604.9670358512,-1926604.9670358512,-1926604.9670358512
73,SA,0.3717,0.3717000830070891,0.3717000830070891,0.3717000830070891,0.3717000830070891,0.3717000830070891
74,Avg,2051702.072617167,2051701.8864760287,2051701.8864760287,2051701.8864760287,2051701.8864760287,2051701.8864760287
74,SA,0.762982,0.7629822460512776,0.7629822460512776,0.7629822460512776,0.7629822460512776,0.7629822460512776
75,Avg,-3079582.663693032,-3079582.705418792,-3079582.705418792,-3079582.705418792,-3079582.705418792,-3079582.705418792
75,SA,0.319097,0.3190966897052256,0.3190966897052256,0.3190966897052256,0.3190966897052256,0.3190966897052256
76,Avg,-11833.85960977488,-11833.721677013207,-11833.721677013207,-11833.721677013207,-11833.721677013207,-11833.721677013207
76,SA,0.486109,0.4861091389997338,0.4861091389997338,0.4861091389997338,0.4861091389997338,0.4861091389997338
77,Avg,-229352.14291521977,-229352.24957045435,-229352.24957045435,-229352.24957045435,-229352.24957045435,-229352.24957045435
77,SA,0.616035,0.616035089128564,0.616035089128564,0.616035089128564,0.616035089128564,0.616035089128564
78,Avg,575915.5703431666,575915.7230354131,575915.7230354131,575915.7230354131,575915.7230354131,575915.7230354131
78,SA,0.779084,0.7790839647056507,0.7790839647056507,0.7790839647056507,0.7790839647056507,0.7790839647056507
79,Avg,11320.011140607814,11320.219949474837,11320.219949474837,11320.219949474837,11320.219949474837,11320.219949474837
79,SA,0.735275,0.735275743193886,0.735275743193886,0.735275743193886,0.735275743193886,0.735275743193886
80,Avg,-2260485.5960464957,-2260485.5038572336,-2260485.5038572336,-2260485.5038572336,-2260485.5038572336,-2260485.5038572336
80,SA,0.414383,0.4143834192780696,0.4143834192780696,0.4143834192780696,0.4143834192780696,0.4143834192780696
81,Avg,-2781662.11364,-2781662.1909008333,-2781662.1909008333,-2781662.1909008333,-2781662.1909008333,-2781662.1909008333
81,SA,0.0,0.0,0.0,0.0,0.0,0.0
82,Avg,-192927.64343119785,-192927.7667278188,-192927.7667278188,-192927.7667278188,-192927.7667278188,-192927.7667278188
82,SA,0.596247,0.5962471837514899,0.5962471837514899,0.5962471837514899,0.5962471837514899,0.5962471837514899
83,Avg,378451.6818434703,378451.4839549634,378451.4839549634,378451.4839549634,378451.4839549634,378451.4839549634
83,SA,0.558024,0.5580238716229158,0.5580238716229158,0.5580238716229158,0.5580238716229158,0.5580238716229158
84,Avg,-2561229.433909844,-2561229.594152631,-2561229.594152631,-2561229.594152631,-2561229.594152631,-2561229.594152631
84,SA,0.480918,0.4809183222219534,0.4809183222219534,0.4809183222219534,0.4809183222219534,0.4809183222219534
85,Avg,-357925.77537654096,-357925.777503702,-357925.777503702,-357925.777503702,-357925.777503702,-357925.777503702
85,SA,0.58805,0.5880493661376287,0.5880493661376287,0.5880493661376287,0.5880493661376287,0.5880493661376287
86,Avg,-1048043.729315447,-1048043.3272028522,-1048043.3272028522,-1048043.3272028522,-1048043.3272028522,-1048043.3272028522
86,SA,0.420239,0.4202395850852889,0.4202395850852889,0.4202395850852889,0.4202395850852889,0.4202395850852889
87,Avg,1151479.1988900085,1151479.2475391584,1151479.2475391584,1151479.2475391584,1151479.2475391584,1151479.2475391584
87,SA,0.735276,0.735275743193886,0.735275743193886,0.735275743193886,0.735275743193886,0.735275743193886
88,Avg,384786.2602545509,384786.4025031912,384786.4025031912,384786.4025031912,384786.4025031912,384786.4025031912
88,SA,0.767699,0.7676988993548571,0.7676988993548571,0.7676988993548571,0.7676988993548571,0.7676988993548571
89,Avg,-263497.867776685,-263497.9237102888,-263497.9237102888,-263497.9237102888,-263497.9237102888,-263497.9237102888
89,SA,0.785645,0.7856453918699282,0.7856453918699282,0.7856453918699282,0.7856453918699282,0.7856453918699282
90,Avg,1154226.193105589,1154226.130341008,1154226.130341008,1154226.130341008,1154226.130341008,1154226.130341008
90,SA,0.718821,0.7188212019397966,0.7188212019397966,0.7188212019397966,0.7188212019397966,0.7188212019397966
91,Avg,-2105031.0579111446,-2104273.348013496,-2104273.348013496,-2104273.348013496,-2104273.348013496,-2104273.348013496
91,SA,0.217342,0.2155566097950302,0.2155566097950302,0.2155566097950302,0.2155566097950302,0.2155566097950301
92,Avg,-1110529.1720181706,-1077557.2776492746,-1077557.2776492878,-1077557.2776492834,-1077557.2776492736,-1077557.2776492662
92,SA,0.602522,0.5974771571713995,0.5974771571713986,0.5974771571713992,0.5974771571713998,0.5974771571713993
93,Avg,3074172.314912261,3074106.2339347005,3074106.2339347005,3074106.2339347005,3074106.2339347005,3074106.2339347005
93,SA,0.839998,0.8425288399052948,0.8425288399052941,0.8425288399052902,0.842528839905291,0.8425288399052957
94,Avg,2557606.502122227,2556023.223216638,2556023.223216638,2556023.223216638,2556023.223216638,2556023.223216638
94,SA,0.892503,0.8939120819583076,0.8939120819583075,0.8939120819583075,0.8939120819583075,0.8939120819583076
95,Avg,51326.05467019316,52494.97559949557,52494.97559949555,52494.97559949563,52494.97559949548,52494.97559949569
95,SA,0.58528,0.5608073993486589,0.5608073993486588,0.560807399348659,0.560807399348659,0.5608073993486586
96,Avg,2525377.4408402005,2525620.615780349,2525620.615780349,2525620.615780349,2525620.615780349,2525620.615780349
96,SA,0.931864,0.9360897993272344,0.9360897993272344,0.9360897993272344,0.9360897993272344,0.9360897993272344
97,Avg,-1184685.8294415665,-1185573.131251518,-1185573.131251518,-1185573.131251518,-1185573.131251518,-1185573.131251518
97,SA,0.487965,0.4709873377295514,0.4709873377295502,0.4709873377295504,0.4709873377295506,0.4709873377295513
98,Avg,1033144.5350181208,1033221.4709655102,1033221.4709655104,1033221.4709655104,1033221.4709655104,1033221.4709655108
98,SA,0.691444,0.6838937520455747,0.6838937520455751,0.6838937520455742,0.6838937520455749,0.6838937520455745
99,Avg,332739.81132027775,329671.3296931536,329671.3296931541,329671.3296931542,329671.3296931534,329671.32969315286
99,SA,0.5582,0.540330300436864,0.5403303004368638,0.5403303004368641,0.540330300436864,0.5403303004368639
100,Avg,-2175484.2215483417,-2173380.033173193,-2173380.0331731928,-2173380.033173192,-2173380.033173193,-2173380.033173193
100,SA,0.421237,0.4138258248153075,0.4138258248153078,0.4138258248153078,0.4138258248153078,0.4138258248153075
101,Avg,1163633.3706655672,1164223.1873324097,1164223.1873324097,1164223.1873324097,1164223.1873324097,1164223.1873324097
101,SA,0.707335,0.7074775406444104,0.7074775406444128,0.7074775406444144,0.7074775406444114,0.707477540644411
102,Avg,806349.3765063168,806706.5708791681,806706.5708791574,806706.5708791671,806706.5708791742,806706.5708791742
102,SA,0.755268,0.7556216037884704,0.7556216037884668,0.7556216037884673,0.7556216037884669,0.7556216037884665
103,Avg,959989.1175161378,960053.750796756,960053.7507967612,960053.7507967602,960053.7507967558,960053.7507967576
103,SA,0.770157,0.7701514009269614,0.7701514009269608,0.770151400926962,0.770151400926956,0.7701514009269581
104,Avg,2255806.56486132,2255667.770027415,2255667.770027415,2255667.770027415,2255667.770027415,2255667.770027415
104,SA,0.808387,0.8084739957728396,0.8084739957728418,0.808473995772839,0.808473995772837,0.8084739957728341
105,Avg,2272468.245865652,2272011.401451774,2272011.401451773,2272011.401451773,2272011.401451774,2272011.401451773
105,SA,0.779412,0.7792185127755227,0.7792185127755216,0.7792185127755319,0.7792185127755276,0.7792185127755235
106,Avg,-590183.8577101075,-589513.911500115,-589513.9115001147,-589513.9115001146,-589513.9115001146,-589513.9115001152
106,SA,0.440232,0.4404471927496888,0.4404471927496896,0.4404471927496902,0.4404471927496896,0.4404471927496898
107,Avg,1161312.8051553334,1161402.2011252523,1161402.2011252495,1161402.2011252565,1161402.2011252523,1161402.2011252474
107,SA,0.665149,0.665144576607684,0.6651445766076858,0.665144576607686,0.6651445766076851,0.6651445766076829
108,Avg,247470.54630887829,247769.38575536956,247769.3857553684,247769.38575537127,247769.3857553708,247769.38575536964
108,SA,0.713432,0.7137634964396294,0.7137634964396282,0.7137634964396281,0.7137634964396294,0.7137634964396277
109,Avg,294192.66173936834,293835.4411271022,293835.4411271026,293835.44112710207,293835.44112710253,293835.4411271037
109,SA,0.891422,0.8915773574928352,0.8915773574928354,0.8915773574928363,0.8915773574928385,0.8915773574928412
110,Avg,-2572200.196911184,-2571666.5717707947,-2571666.571770793,-2571666.5717707933,-2571666.5717707924,-2571666.5717707933
110,SA,0.397743,0.3975013652113875,0.3975013652113885,0.3975013652113878,0.3975013652113879,0.3975013652113873
111,Avg,262745.05836746,261934.7940380849,261934.7940380849,261934.7940380849,261934.7940380849,261934.7940380849
111,SA,0.553532,0.5471551162825358,0.5471551162825358,0.5471551162825358,0.5471551162825358,0.5471551162825358
112,Avg,-617432.2095627069,-613470.0048588126,-613470.0048588126,-613470.0048588126,-613470.0048588126,-613470.0048588126
112,SA,0.552568,0.5429391658492887,0.5429391658492887,0.5429391658492887,0.5429391658492887,0.5429391658492887
113,Avg,205445.9147088522,213539.8627117969,213539.8627117969,213539.8627117969,213539.8627117969,213539.8627117969
113,SA,0.657986,0.6701210014884796,0.6701210014884796,0.6701210014884796,0.6701210014884796,0.6701210014884796
114,Avg,437998.6178561571,436994.84908541007,436994.8490854101,436994.8490854102,436994.8490854101,436994.8490854101
114,SA,0.692689,0.6921335020028601,0.6921335020028601,0.6921335020028601,0.6921335020028601,0.6921335020028601
115,Avg,5964908.319601781,5964584.055130831,5964584.055130831,5964584.055130831,5964584.055130831,5964584.055130831
115,SA,0.591888,0.5942143696238353,0.5942143696238353,0.5942143696238354,0.5942143696238353,0.5942143696238353
116,Avg,13787934.990497451,13773906.221663976,13773906.221663976,13773906.221663976,13773906.221663976,13773906.221663976
116,SA,0.971098,0.9734155310191416,0.9734155310191416,0.9734155310191416,0.9734155310191416,0.9734155310191416
117,Avg,-1870744.557156243,-1871195.7527144095,-1871195.75271441,-1871195.75271441,-1871195.75271441,-1871195.7527144095
117,SA,0.424767,0.4207343021756624,0.4207343021756626,0.4207343021756622,0.4207343021756626,0.4207343021756623
118,Avg,855559.3810567855,875454.5950083276,875454.5950083276,875454.5950083276,875454.5950083276,875454.5950083276
118,SA,0.755909,0.7564146555079658,0.7564146555079658,0.7564146555079658,0.7564146555079658,0.7564146555079658
119,Avg,-448193.3197487417,-453236.5740631865,-453236.5740631865,-453236.5740631865,-453236.5740631865,-453236.5740631865
119,SA,0.702633,0.7029304140126602,0.7029304140126602,0.7029304140126602,0.7029304140126602,0.7029304140126602
120,Avg,1948786.739424242,1948735.885204065,1948735.885204065,1948735.885204065,1948735.885204065,1948735.885204065
120,SA,0.937439,0.9375559969860002,0.9375559969860002,0.9375559969860002,0.9375559969860002,0.9375559969860002
121,Avg,1895101.1384520812,1895726.651986504,1895726.651986504,1895726.651986504,1895726.651986504,1895726.651986504
121,SA,0.765171,0.7708322620207978,0.770832262020799,0.7708322620208001,0.7708322620207992,0.7708322620207994
122,Avg,2928109.330097433,2928316.595143712,2928316.595143712,2928316.595143712,2928316.595143712,2928316.595143712
122,SA,0.836395,0.8379864340199008,0.8379864340199006,0.8379864340199008,0.8379864340199012,0.8379864340199006
123,Avg,300728.87186813296,300719.8787448617,300719.87874485966,300719.87874486006,300719.8787448612,300719.87874486006
123,SA,0.661986,0.6532246997268782,0.6532246997268784,0.6532246997268778,0.6532246997268776,0.653224699726878
124,Avg,922240.143711113,926052.6293906833,926052.6293906833,926052.6293906833,926052.6293906833,926052.6293906833
124,SA,0.330066,0.3243909904876261,0.324390990487626,0.324390990487626,0.3243909904876259,0.324390990487626
